 TITLE = "Projeto1" 
 VARIABLES = "X" "Y" "X_ksi" "X_eta" "Y_ksi" "Y_eta" "J" 
 ZONE I =           24  J =          13  DATAPACKING = POINT
   56.1903441400E+00  -13.3894496500E+00    2.2644759650E+00  -52.6043800000E-03  135.7909400000E-03  419.5328050000E-03    1.0447517842E+00
   58.4603121600E+00  -13.3434923300E+00    2.2637670950E+00  -34.3565600000E-03 -176.6200000004E-06  420.4707350000E-03    1.0505948115E+00
   60.7178783300E+00  -13.3898028900E+00    2.5357827900E+00  -29.6710500000E-03  -52.0181950000E-03  421.8985100000E-03  936.0670454694E-03
   63.5318777400E+00  -13.4475287200E+00    3.1607926300E+00  -24.5321450000E-03  -64.8401100000E-03  423.6921150000E-03  747.6008102261E-03
   67.0394635900E+00  -13.5194831100E+00    3.9398596900E+00  -18.9940800000E-03  -80.8223050000E-03  425.9449950000E-03  596.4350940953E-03
   71.4115971200E+00  -13.6091733300E+00    4.9109589500E+00  -13.1636400000E-03 -100.7440700000E-03  428.7744350000E-03  475.2021709849E-03
   76.8613814900E+00  -13.7209712500E+00    6.1214265450E+00   -7.2223800000E-03 -125.5765250000E-03  432.3275750000E-03  377.9925863440E-03
   83.6544502100E+00  -13.8603263800E+00    7.6302673550E+00   -1.4566550000E-03 -156.5301900000E-03  436.7890600000E-03  300.0669783954E-03
   92.1219162000E+00  -14.0340316300E+00    9.5110313400E+00    3.7021300000E-03 -195.1139900000E-03  442.3905150000E-03  237.6249449463E-03
  102.6765128900E+00  -14.2505543600E+00   11.8553897050E+00    7.6235250000E-03 -243.2088400000E-03  449.4225400000E-03  187.6196029501E-03
  115.8326956100E+00  -14.5204493100E+00   13.1561827200E+00    9.4065550000E-03 -269.8949500000E-03  458.2497150000E-03  165.8002013464E-03
 -819.2200200000E-03  -33.2145521300E+00   10.4183516100E+00 -483.2275900000E-03    3.9871252100E+00    1.2670290650E+00   66.1067722498E-03
    9.5991315900E+00  -29.2274269200E+00    9.4762488050E+00 -416.8404550000E-03    3.6265773950E+00    1.1158385000E+00   82.7426376176E-03
   18.1332775900E+00  -25.9613973400E+00    7.7624299450E+00 -361.0844700000E-03    2.9706882800E+00  992.5102100000E-03  113.9346603994E-03
   25.1239914800E+00  -23.2860503600E+00    6.3585758900E+00 -314.2751050000E-03    2.4334220250E+00  891.9132700000E-03  155.3745088996E-03
   30.8504293700E+00  -21.0945532900E+00    5.2086334300E+00 -274.9883450000E-03    1.9933277900E+00  809.8615800000E-03  209.8013303196E-03
   35.5412583400E+00  -19.2993947800E+00    4.2666784550E+00 -242.0219700000E-03    1.6328311550E+00  742.9400400000E-03  280.4996155497E-03
   39.3837862800E+00  -17.8288909800E+00    3.4950914350E+00 -214.3629100000E-03    1.3375357100E+00  688.3623350000E-03  371.3872357388E-03
   42.5314412100E+00  -16.6243233600E+00    2.8630561900E+00 -191.1588850000E-03    1.0956485100E+00  643.8550100000E-03  487.1309693351E-03
   45.1098986600E+00  -15.6375939600E+00    2.3453300500E+00 -171.6938700000E-03  897.5092650000E-03  607.5629050000E-03  633.2992371108E-03
   47.2221013100E+00  -14.8293048300E+00    2.1374474900E+00 -155.3668550000E-03  767.6997950000E-03  577.9721550000E-03  738.1924813057E-03
   49.3847936400E+00  -14.1021943700E+00    2.1889834850E+00 -129.5435200000E-03  644.3450300000E-03  551.5417100000E-03  774.7215079439E-03
   51.6000682800E+00  -13.5406147700E+00    2.2346864350E+00 -105.8295050000E-03  476.9218300000E-03  531.7565150000E-03  807.2448794353E-03
   53.8541665100E+00  -13.1483507100E+00    2.2664978650E+00  -83.6702200000E-03  306.2853900000E-03  518.7554050000E-03  832.3726477688E-03
   56.1330640100E+00  -12.9280439900E+00    2.2841999850E+00  -62.5016450000E-03  133.5873800000E-03  512.6295200000E-03  847.9622559996E-03
   58.4225664800E+00  -12.8811759500E+00    2.2761067050E+00  -41.7543300000E-03    1.0649000000E-03  513.4214900000E-03  855.6907059594E-03
   60.6852774200E+00  -12.9259141900E+00    2.5411758500E+00  -36.0553650000E-03  -50.2446700000E-03  515.1711050000E-03  764.9185229774E-03
   63.5049181800E+00  -12.9816652900E+00    3.1666521950E+00  -29.8087800000E-03  -62.6128400000E-03  517.3677200000E-03  611.0761659852E-03
   67.0185818100E+00  -13.0511398700E+00    3.9460966250E+00  -23.0824350000E-03  -78.0255300000E-03  520.1252300000E-03  487.6470717798E-03
   71.3971114300E+00  -13.1377163500E+00    4.9174139350E+00  -16.0088550000E-03  -97.2325500000E-03  523.5864850000E-03  388.6310047959E-03
   76.8534096800E+00  -13.2456049700E+00    6.1278413150E+00   -8.8124450000E-03 -121.1680650000E-03  527.9306800000E-03  309.2138639210E-03
   83.6527940600E+00  -13.3800524800E+00    7.6362460050E+00   -1.8463500000E-03 -150.9962400000E-03  533.3825050000E-03  245.5336670315E-03
   92.1259016900E+00  -13.5475974500E+00    9.5159884150E+00    4.3582100000E-03 -188.1678650000E-03  540.2237550000E-03  194.4926273774E-03
  102.6847708900E+00  -13.7563882100E+00   11.8584811600E+00    9.0257350000E-03 -234.4909450000E-03  548.8077850000E-03  153.6064514038E-03
  115.8428640100E+00  -14.0165793400E+00   13.1580931200E+00   11.0490350000E-03 -260.1911300000E-03  559.5777100000E-03  135.7616480443E-03
   -1.3413917200E+00  -31.8178979400E+00   10.4902930600E+00 -564.6395050000E-03    3.8204034000E+00    1.5566012600E+00   54.0939546918E-03
    9.1489013400E+00  -27.9974945400E+00    9.5424451350E+00 -486.3294050000E-03    3.4752072950E+00    1.3707342450E+00   67.7036527164E-03
   17.7434985500E+00  -24.8674833500E+00    7.8180432100E+00 -420.4798700000E-03    2.8471963900E+00    1.2190615550E+00   93.2151951740E-03
   24.7849877600E+00  -22.3031017600E+00    6.4052807650E+00 -365.1330800000E-03    2.3326778150E+00    1.0952965100E+00  127.1064800415E-03
   30.5540600800E+00  -20.2021277200E+00    5.2478458750E+00 -318.6307750000E-03    1.9111449150E+00  994.3080500000E-03  171.6171055459E-03
   35.2806795100E+00  -18.4808119300E+00    4.2995937900E+00 -279.5703000000E-03    1.5657936800E+00  911.9085850000E-03  229.4322111366E-03
   39.1532476600E+00  -17.0705403600E+00    3.5227169300E+00 -246.7674950000E-03    1.2828561600E+00  844.6802900000E-03  303.7540883578E-03
   42.3261133700E+00  -15.9150996100E+00    2.8862393150E+00 -219.2243350000E-03    1.0510520700E+00  789.8334500000E-03  398.3961294061E-03
   44.9257262900E+00  -14.9684362200E+00    2.3647830050E+00 -196.1008850000E-03  861.1394000000E-03  745.0908600000E-03  517.9070502361E-03
   47.0556793800E+00  -14.1928208100E+00    2.1600929100E+00 -176.6909250000E-03  736.7360300000E-03  708.5936700000E-03  602.1184695653E-03
   49.2459121100E+00  -13.4949641600E+00    2.2153646650E+00 -147.6359300000E-03  618.7430550000E-03  675.7648900000E-03  629.5586477394E-03
   51.4864087100E+00  -12.9553347000E+00    2.2590538400E+00 -121.1545250000E-03  458.7003800000E-03  651.0429550000E-03  655.1728753754E-03
   53.7640197900E+00  -12.5775634000E+00    2.2894660700E+00  -96.5706300000E-03  295.5720450000E-03  634.6000200000E-03  675.0194507699E-03
   56.0653408500E+00  -12.3641906100E+00    2.3063918550E+00  -73.1963850000E-03  130.4570250000E-03  626.5504550000E-03  687.4648388954E-03
   58.3768035000E+00  -12.3166493500E+00    2.2902133750E+00  -50.3370100000E-03    2.3649650000E-03  626.9498600000E-03  696.3943485754E-03
   60.6457676000E+00  -12.3594606800E+00    2.5477283400E+00  -43.4238800000E-03  -48.0719650000E-03  629.0941200000E-03  624.7370455178E-03
   63.4722601800E+00  -12.4127932800E+00    3.1737655600E+00  -35.8540150000E-03  -59.8859850000E-03  631.7842950000E-03  499.2540934618E-03
   66.9932987200E+00  -12.4792326500E+00    3.9536596150E+00  -27.7134650000E-03  -74.6035400000E-03  635.1590450000E-03  398.5436985727E-03
   71.3795794100E+00  -12.5620003600E+00    4.9252289400E+00  -19.1680950000E-03  -92.9386200000E-03  639.3922000000E-03  317.7254405641E-03
   76.8437566000E+00  -12.6651098900E+00    6.1355890500E+00  -10.4971050000E-03 -115.7805050000E-03  644.7016650000E-03  252.8822816815E-03
   83.6507575100E+00  -12.7935613700E+00    7.6434380100E+00   -2.1382850000E-03 -144.2371150000E-03  651.3605450000E-03  200.8707535122E-03
   92.1306326200E+00  -12.9535841200E+00    9.5219034250E+00    5.2513350000E-03 -179.6887100000E-03  659.7111500000E-03  159.1685173080E-03
  102.6945643600E+00  -13.1529387900E+00   11.8620805300E+00   10.7142900000E-03 -223.8548850000E-03  670.1824850000E-03  125.7520435440E-03
  115.8547936800E+00  -13.4012938900E+00   13.1602293200E+00   12.8854700000E-03 -248.3551000000E-03  683.3122400000E-03  111.1636551108E-03
   -1.9484990300E+00  -30.1013496100E+00   10.5749718100E+00 -651.3127100000E-03    3.6153911800E+00    1.9141322200E+00   44.2543582191E-03
    8.6264727800E+00  -26.4859584300E+00    9.6204084400E+00 -559.3801750000E-03    3.2890376900E+00    1.6855033700E+00   55.3861559974E-03
   17.2923178500E+00  -23.5232742300E+00    7.8836262700E+00 -481.9634350000E-03    2.6952505450E+00    1.4988490400E+00   76.2463734824E-03
   24.3937253200E+00  -21.0954573400E+00    6.4604249850E+00 -416.8052250000E-03    2.2086685200E+00    1.3464674800E+00  103.9572715045E-03
   30.2131678200E+00  -19.1059371900E+00    5.2941962100E+00 -361.9891400000E-03    1.8099398650E+00    1.2220697350E+00  140.3497832610E-03
   34.9821177400E+00  -17.4755776100E+00    4.3385417350E+00 -315.8903750000E-03    1.4832033950E+00    1.1205208550E+00  187.6188035917E-03
   38.8902512900E+00  -16.1395304000E+00    3.5554374000E+00 -277.1340900000E-03    1.2154605750E+00    1.0376279500E+00  248.3813742720E-03
   42.0929925400E+00  -15.0446564600E+00    2.9137228000E+00 -244.5589900000E-03  996.0590800000E-03  969.9671650000E-03  325.7529910326E-03
   44.7176968900E+00  -14.1474122400E+00    2.3878634600E+00 -217.1855700000E-03  816.2694850000E-03  914.7425650000E-03  423.4484943086E-03
   46.8687194600E+00  -13.4121174900E+00    2.1859124450E+00 -194.1885950000E-03  698.3738250000E-03  869.6709200000E-03  491.0046188797E-03
   49.0895217800E+00  -12.7506645900E+00    2.2445198850E+00 -162.6847050000E-03  586.7943150000E-03  828.7290500000E-03  511.3621363205E-03
   51.3577592300E+00  -12.2385288600E+00    2.2857517350E+00 -134.3208250000E-03  435.7569600000E-03  797.6769450000E-03  531.3996916183E-03
   53.6610252500E+00  -11.8791506700E+00    2.3144560050E+00 -108.2727700000E-03  281.7928900000E-03  776.7280450000E-03  546.9821019424E-03
   55.9866712400E+00  -11.6749430800E+00    2.3304336050E+00  -83.7016650000E-03  125.9372200000E-03  766.0257650000E-03  556.8817570690E-03
   58.3218924600E+00  -11.6272762300E+00    2.3058792100E+00  -59.7598400000E-03    3.6085650000E-03  765.6423000000E-03  566.3494495209E-03
   60.5984296600E+00  -11.6677259500E+00    2.5556588450E+00  -51.4163400000E-03  -45.4102350000E-03  768.2699650000E-03  509.9176163372E-03
   63.4332101500E+00  -11.7180967000E+00    3.1823626100E+00  -42.2959050000E-03  -56.5479150000E-03  771.5638050000E-03  407.6634102266E-03
   66.9631548800E+00  -11.7808217800E+00    3.9627825450E+00  -32.5101050000E-03  -70.4176250000E-03  775.6923850000E-03  325.5620628028E-03
   71.3587752400E+00  -11.8589319500E+00    4.9346302950E+00  -22.2696350000E-03  -87.6899300000E-03  780.8668800000E-03  259.6501213795E-03
   76.8324154700E+00  -11.9562016400E+00    6.1448711250E+00  -11.9258350000E-03 -109.1997200000E-03  787.3518150000E-03  206.7451372020E-03
   83.6485174900E+00  -12.0773313900E+00    7.6519944450E+00   -2.0263800000E-03 -135.9867550000E-03  795.4785050000E-03  164.2920566253E-03
   92.1364043600E+00  -12.2281751500E+00    9.5288409900E+00    6.6098600000E-03 -169.3459250000E-03  805.6619500000E-03  130.2398085286E-03
  102.7061994700E+00  -12.4160232400E+00   11.8661152950E+00   12.7929600000E-03 -210.8898550000E-03  818.4219100000E-03  102.9422262596E-03
  115.8686349500E+00  -12.6499548600E+00   13.1624354800E+00   14.8300750000E-03 -233.9316200000E-03  834.4093700000E-03   91.0222172926E-03
   -2.6440171400E+00  -27.9896335000E+00   10.6741581300E+00 -737.9751700000E-03    3.3631457000E+00    2.3559971450E+00   36.1922769882E-03
    8.0301409900E+00  -24.6264878000E+00    9.7117944100E+00 -630.6858050000E-03    3.0599241150E+00    2.0745681750E+00   45.2947162359E-03
   16.7795716800E+00  -21.8697852700E+00    7.9606181600E+00 -540.1781300000E-03    2.5081605000E+00    1.8446779950E+00   62.3455754843E-03
   23.9513773100E+00  -19.6101668000E+00    6.5252550600E+00 -463.8760250000E-03    2.0558985100E+00    1.6568927950E+00   84.9954901001E-03
   29.8300818000E+00  -17.7579882500E+00    5.3487607250E+00 -399.5859450000E-03    1.6851982900E+00    1.5035049650E+00  114.7411401264E-03
   34.6488987600E+00  -16.2397702200E+00    4.3844488400E+00 -345.4426800000E-03    1.3813518950E+00    1.3782176850E+00  153.3765189354E-03
   38.5989794800E+00  -14.9952844600E+00    3.5940483150E+00 -299.8634600000E-03    1.1323024700E+00    1.2758865600E+00  203.0401577420E-03
   41.8369953900E+00  -13.9751652800E+00    2.9461878350E+00 -261.5076350000E-03  928.1666850000E-03    1.1923085850E+00  266.2769987973E-03
   44.4913551500E+00  -13.1389510900E+00    2.4151534000E+00 -229.2413900000E-03  760.8431550000E-03    1.1240498150E+00  346.1202289069E-03
   46.6673021900E+00  -12.4534789700E+00    2.2145937750E+00 -202.1069600000E-03  650.7225150000E-03    1.0683046350E+00  400.4202260059E-03
   48.9205427000E+00  -11.8375060600E+00    2.2752324350E+00 -169.8443450000E-03  546.7490800000E-03    1.0170995400E+00  415.4549054657E-03
   51.2177670600E+00  -11.3599808100E+00    2.3134657750E+00 -141.4128100000E-03  406.6993750000E-03  977.9591850000E-03  431.0367855934E-03
   53.5474742500E+00  -11.0241073100E+00    2.3400852300E+00 -115.8076250000E-03  263.9208650000E-03  951.1481100000E-03  443.1972495024E-03
   55.8979375200E+00  -10.8321390800E+00    2.3549047850E+00  -92.0057350000E-03  119.3712800000E-03  936.8460000000E-03  451.0262259466E-03
   58.2572838200E+00  -10.7853647500E+00    2.3224987000E+00  -68.9729400000E-03    4.6091650000E-03  935.1462850000E-03  460.3640504190E-03
   60.5429349200E+00  -10.8229207500E+00    2.5651922750E+00  -58.9898950000E-03  -42.1504600000E-03  938.3643200000E-03  415.8698507466E-03
   63.3876683700E+00  -10.8696656700E+00    3.1926717950E+00  -48.1095600000E-03  -52.4635650000E-03  942.3940850000E-03  332.6424332336E-03
   66.9282785100E+00  -10.9278478800E+00    3.9736858850E+00  -36.4812150000E-03  -65.3004650000E-03  947.4400100000E-03  265.7844921931E-03
   71.3350401400E+00  -11.0002666000E+00    4.9458132100E+00  -24.3785750000E-03  -81.2791900000E-03  953.7580150000E-03  212.0833415409E-03
   76.8199049300E+00  -11.0904062600E+00    6.1558323050E+00  -12.2513200000E-03 -101.1688800000E-03  961.6683850000E-03  168.9580230330E-03
   83.6467047500E+00  -11.2026043600E+00    7.6619737050E+00 -794.2499999984E-06 -125.9269800000E-03  971.5719450000E-03  134.3353193882E-03
   92.1438523400E+00  -11.3422602200E+00    9.5367227650E+00    8.9600350000E-03 -156.7453050000E-03  983.9703450000E-03  106.5500942414E-03
  102.7201502800E+00  -11.5160949700E+00   11.8703007450E+00   15.5176200000E-03 -195.1074650000E-03  999.4913600000E-03   84.2652320940E-03
  115.8844538300E+00  -11.7324751500E+00   13.1643035500E+00   16.7605100000E-03 -216.3801800000E-03    1.0189206100E+00   74.5322717288E-03
   -3.4244493700E+00  -25.3893553200E+00   10.7895505400E+00 -814.9135550000E-03    3.0525332400E+00    2.9023665750E+00   29.5833642624E-03
    7.3651011700E+00  -22.3368220800E+00    9.8182054800E+00 -691.1219150000E-03    2.7777185400E+00    2.5555322950E+00   37.0226621797E-03
   16.2119615900E+00  -19.8339182400E+00    8.0504360500E+00 -586.4552750000E-03    2.2775751650E+00    2.2720208350E+00   50.9516379936E-03
   23.4659732700E+00  -17.7816717500E+00    6.6010171700E+00 -498.0284250000E-03    1.8674954900E+00    2.0402756100E+00   69.4542829778E-03
   29.4139959300E+00  -16.0989272600E+00    5.4126295550E+00 -423.3748150000E-03    1.5312647550E+00    1.8508482050E+00   93.7536215685E-03
   34.2912323800E+00  -14.7191422400E+00    4.4382642200E+00 -360.3888550000E-03    1.2555849900E+00    1.6960144300E+00  125.3154974579E-03
   38.2905243700E+00  -13.5877572800E+00    3.6393724450E+00 -307.2769300000E-03    1.0295514750E+00    1.5694595950E+00  165.8868486243E-03
   41.5699772700E+00  -12.6600392900E+00    2.9843448700E+00 -262.5141500000E-03  844.2223350000E-03    1.4660212850E+00  217.5457897667E-03
   44.2592141100E+00  -11.8993126100E+00    2.4472641350E+00 -224.8062400000E-03  692.2655350000E-03    1.3814790700E+00  282.7678613015E-03
   46.4645055400E+00  -11.2755082200E+00    2.2453094900E+00 -193.0560950000E-03  591.4235500000E-03    1.3123826700E+00  326.7030917934E-03
   48.7498330900E+00  -10.7164655100E+00    2.3052140350E+00 -162.7207850000E-03  496.4488650000E-03    1.2483851250E+00  338.0002766302E-03
   51.0749336100E+00  -10.2826104900E+00    2.3397884550E+00 -137.0594000000E-03  369.8055300000E-03    1.1991045900E+00  350.0988188831E-03
   53.4294100000E+00   -9.9768544500E+00    2.3638630800E+00 -114.8472150000E-03  240.6797050000E-03    1.1648689150E+00  359.5528868481E-03
   55.8026597700E+00   -9.8012510800E+00    2.3772682900E+00  -94.8366700000E-03  109.9353950000E-03    1.1459031450E+00  365.6915345289E-03
   58.1839465800E+00   -9.7569836600E+00    2.3388950500E+00  -75.7660500000E-03    5.1268850000E-03    1.1423278950E+00  374.2271970395E-03
   60.4804498700E+00   -9.7909973100E+00    2.5765222250E+00  -63.9842600000E-03  -38.1624350000E-03    1.1462675550E+00  338.8748364996E-03
   63.3369910300E+00   -9.8333085300E+00    3.2048712900E+00  -51.2076600000E-03  -47.4722250000E-03    1.1511949000E+00  271.2231767891E-03
   66.8901924500E+00   -9.8859417600E+00    3.9865135300E+00  -37.6436850000E-03  -59.0536950000E-03    1.1573572650E+00  216.8446015238E-03
   71.3100180900E+00   -9.9514159200E+00    4.9588601900E+00  -23.6581450000E-03  -73.4615550000E-03    1.1650639600E+00  173.1406457157E-03
   76.8079128300E+00  -10.0328648700E+00    6.1684554500E+00   -9.8396950000E-03  -91.3857900000E-03    1.1747016800E+00  138.0224953879E-03
   83.6469289900E+00  -10.1341875000E+00    7.6732058000E+00    2.9135850000E-03 -113.6847950000E-03    1.1867538950E+00  109.8112135427E-03
   92.1543244300E+00  -10.2602344600E+00    9.5451528600E+00   13.2786450000E-03 -141.4265100000E-03    1.2018250300E+00   87.1575025842E-03
  102.7372347100E+00  -10.4170405200E+00   11.8739157700E+00   19.3535850000E-03 -175.9395900000E-03    1.2206707250E+00   68.9771889744E-03
  115.9021559700E+00  -10.6121136400E+00   13.1649212600E+00   18.4555900000E-03 -195.0731200000E-03    1.2442356550E+00   61.0356605971E-03
   -4.2738442500E+00  -22.1849003500E+00   10.9217414100E+00 -865.3282450000E-03    2.6694771400E+00    3.5777212500E+00   24.1633907422E-03
    6.6478971600E+00  -19.5154232100E+00    9.9402526900E+00 -726.5165600000E-03    2.4295783750E+00    3.1494814550E+00   30.2372684330E-03
   15.6066611300E+00  -17.3257436000E+00    8.1537116500E+00 -608.7449650000E-03    1.9929038150E+00    2.7991357450E+00   41.6033673218E-03
   22.9553204600E+00  -15.5296155800E+00    6.6883355200E+00 -508.9262900000E-03    1.6347258800E+00    2.5125194850E+00   56.7005015590E-03
   28.9833321700E+00  -14.0562918400E+00    5.4864002950E+00 -424.4041650000E-03    1.3409371100E+00    2.2780425050E+00   76.5265963598E-03
   33.9281210500E+00  -12.8477413600E+00    4.5005467250E+00 -352.8965500000E-03    1.0999632850E+00    2.0862219450E+00  102.2775932276E-03
   37.9844256200E+00  -11.8563652700E+00    3.6919230200E+00 -292.4476800000E-03  902.3093250000E-03    1.9292992000E+00  135.3784065151E-03
   41.3119670900E+00  -11.0431227100E+00    3.0286585250E+00 -241.3850900000E-03  740.1861600000E-03    1.8009264300E+00  177.5233721744E-03
   44.0417426700E+00  -10.3759929500E+00    2.4846114550E+00 -198.2812600000E-03  607.2045400000E-03    1.6959101750E+00  230.7297336339E-03
   46.2811900000E+00   -9.8287136300E+00    2.2766792300E+00 -161.9197700000E-03  517.6285700000E-03    1.6100014950E+00  266.7184980414E-03
   48.5951011300E+00   -9.3407358100E+00    2.3312291300E+00 -136.5052900000E-03  433.4710000000E-03    1.5304790950E+00  275.7047435729E-03
   50.9436482600E+00   -8.9617716300E+00    2.3613393450E+00 -116.7917250000E-03  323.1831650000E-03    1.4689050550E+00  285.1986124178E-03
   53.3177798200E+00   -8.6943694800E+00    2.3823079600E+00 -101.2865000000E-03  210.7194200000E-03    1.4256854300E+00  292.5888889705E-03
   55.7082641800E+00   -8.5403327900E+00    2.3939859500E+00  -88.4686400000E-03   96.8302600000E-03    1.4011017500E+00  297.3726225882E-03
   58.1057517200E+00   -8.5007089600E+00    2.3533511100E+00  -76.7991900000E-03    4.9735750000E-03    1.3953091000E+00  304.5035293241E-03
   60.4149664000E+00   -8.5303856400E+00    2.5897506650E+00  -63.1546850000E-03  -33.2834550000E-03    1.4001430750E+00  275.9443229471E-03
   63.2852530500E+00   -8.5672758700E+00    3.2190123700E+00  -48.4758550000E-03  -41.3738550000E-03    1.4061798850E+00  221.0186620888E-03
   66.8529911400E+00   -8.6131333500E+00    4.0012354000E+00  -33.0603300000E-03  -51.4314050000E-03    1.4137186600E+00  176.8371359758E-03
   71.2877238500E+00   -8.6701386800E+00    4.9736172000E+00  -17.4102000000E-03  -63.9347750000E-03    1.4231329400E+00  141.3027050844E-03
   76.8002255400E+00   -8.7410029000E+00    6.1824040350E+00   -2.3136300000E-03  -79.4789450000E-03    1.4348891550E+00  112.7283798757E-03
