 TITLE = "Projeto1" 
 VARIABLES = "X" "Y" "u" "v" "rho" "p" "i" "j" "e" 
 ZONE I =           24  J =          13  DATAPACKING = POINT
    8.4500000000E-06   -3.5279003140E+01    0.0000000000E+00    0.0000000000E+00    1.1977799324E+00    1.0136000000E+05    1.0000000000E+00    1.0000000000E+00    2.8232997705E+06
    1.0306326720E+01   -3.1045768330E+01    2.6338630318E+01   -4.5530929641E+01    1.8022189244E+00    1.0496998815E+04    2.0000000000E+00    1.0000000000E+00    2.5576365137E+05
    1.8746475060E+01   -2.7579047530E+01    3.7505955621E+01   -5.7319625844E+01    1.9956139962E+00    1.4088908107E+04    3.0000000000E+00    1.0000000000E+00    2.5787319938E+05
    2.5658349530E+01   -2.4740052520E+01    4.8102210618E+01   -7.1542709630E+01    2.2318312077E+00    1.8752097856E+04    4.0000000000E+00    1.0000000000E+00    2.6139751732E+05
    3.1318677600E+01   -2.2415119790E+01    5.9515749798E+01   -8.5520570058E+01    2.5393240816E+00    2.4916317615E+04    5.0000000000E+00    1.0000000000E+00    2.6686142249E+05
    3.5954079200E+01   -2.0511167100E+01    6.9669839828E+01   -9.5773146730E+01    3.0199090247E+00    3.3380669728E+04    6.0000000000E+00    1.0000000000E+00    2.7447236525E+05
    3.9750139730E+01   -1.8951966780E+01    7.4792881222E+01   -9.7324597100E+01    3.9312362229E+00    4.5439293435E+04    7.0000000000E+00    1.0000000000E+00    2.8368766096E+05
    4.2858840280E+01   -1.7675093850E+01    6.9955907784E+01   -8.4606170519E+01    6.1827715072E+00    6.2753782298E+04    8.0000000000E+00    1.0000000000E+00    2.9314109344E+05
    4.5404642460E+01   -1.6629426760E+01    5.0234368671E+01   -5.9576800202E+01    1.3269145931E+01    8.7017550252E+04    9.0000000000E+00    1.0000000000E+00    2.9939906160E+05
    4.7489471440E+01   -1.5773100850E+01    3.7303640008E+01   -6.1316124647E+01    1.8329805196E+01    1.0545706878E+05    1.0000000000E+01    1.0000000000E+00    3.0828435107E+05
    4.9607350680E+01   -1.5003262190E+01    3.4082278025E+01   -9.2137331991E+01    1.3771723345E+01    1.1275304904E+05    1.1000000000E+01    1.0000000000E+00    3.2719852396E+05
    5.1781269800E+01   -1.4409848660E+01    3.0650354373E+01   -1.1820908069E+02    1.1130868558E+01    1.1922507558E+05    1.2000000000E+01    1.0000000000E+00    3.4293773940E+05
    5.3996560260E+01   -1.3996868810E+01    2.4675337465E+01   -1.5156269312E+02    8.7079055803E+00    1.2480173092E+05    1.3000000000E+01    1.0000000000E+00    3.6150324257E+05
    5.6238272770E+01   -1.3767109600E+01    1.3047440813E+01   -1.9709360851E+02    6.6910813447E+00    1.2897237205E+05    1.4000000000E+01    1.0000000000E+00    3.8742746665E+05
    5.8491279600E+01   -1.3722117420E+01   -4.0398951743E+01   -3.3951076102E+02    3.7443985289E+00    1.2948655516E+05    1.5000000000E+01    1.0000000000E+00    4.6285387819E+05
    6.0744619520E+01   -1.3769711210E+01   -1.4295077769E+02   -4.8858437913E+02    1.9800161488E+00    9.9854688359E+04    1.6000000000E+01    1.0000000000E+00    4.8607648257E+05
    6.3553982470E+01   -1.3829049520E+01   -7.9007181312E+01   -3.0155776532E+02    2.4481890668E+00    7.4099180903E+04    1.7000000000E+01    1.0000000000E+00    3.6583533557E+05
    6.7056569970E+01   -1.3903029860E+01   -4.4371705236E+01   -2.1822547079E+02    2.7726994480E+00    5.7300895578E+04    1.8000000000E+01    1.0000000000E+00    3.1964337791E+05
    7.1423438710E+01   -1.3995265220E+01   -2.8701972303E+01   -1.7521221102E+02    2.7798230522E+00    4.4997927453E+04    1.9000000000E+01    1.0000000000E+00    2.9586226377E+05
