           0   6.9857220005847935     
           1   9.4138451018362463     
           2   9.7135773980526174     
           3   9.8886572662240315     
           4   10.012468209424991     
           5   10.108055255654097     
           6   10.185693802860055     
           7   10.250869214351672     
           8   10.306858106202258     
           9   10.355775622573475     
          10   10.399067312266657     
          11   10.437765397744686     
          12   10.472633099197404     
          13   10.504251007568191     
          14   10.533071365658664     
          15   10.559453581466629     
          16   10.583688259643640     
          17   10.606013936764510     
          18   10.626629027493955     
          19   10.645700537955948     
          20   10.663370542812393     
          21   10.679761081671410     
          22   10.694977916635347     
          23   10.709113455135430     
          24   10.722249051470431     
          25   10.734456839402416     
          26   10.745801206278820     
          27   10.756339989923811     
          28   10.766125458826144     
          29                       NaN
