 TITLE = "Projeto1" 
 VARIABLES = "E_1" "E_2" "E_3" "E_4" 
 ZONE I =           24  J =          13  DATAPACKING = POINT
  107.5045016607E-03    8.4336972191E+03    3.4110161413E+03    0.0000000000E+00
  121.1033891739E-03    9.2994417188E+03    3.6868168812E+03    0.0000000000E+00
  166.7735410279E-03   11.3956986844E+03    4.4044125518E+03    0.0000000000E+00
  227.4511921057E-03   13.9731677068E+03    5.2375840303E+03    0.0000000000E+00
  307.1482195505E-03   17.1423069295E+03    6.2019750664E+03    0.0000000000E+00
  410.6757901461E-03   21.0380674491E+03    7.3165496706E+03    0.0000000000E+00
  543.7738683843E-03   25.8250638116E+03    8.6048921709E+03    0.0000000000E+00
  713.2812183658E-03   31.7039005432E+03   10.0967938657E+03    0.0000000000E+00
  927.3600308348E-03   38.9189366904E+03   11.8300956142E+03    0.0000000000E+00
    1.0835394624E+00   43.3690630879E+03   12.5771293043E+03    0.0000000000E+00
    1.1409880856E+00   43.7260613357E+03   11.0445901212E+03    0.0000000000E+00
    1.1901453497E+00   44.0373740798E+03    9.3708245686E+03    0.0000000000E+00
    1.2280513347E+00   44.3902836098E+03    7.5806410648E+03    0.0000000000E+00
    1.2513827215E+00   44.7546232866E+03    5.6797862212E+03    0.0000000000E+00
    1.2583813823E+00   44.9875661733E+03    3.6794966657E+03    0.0000000000E+00
    1.1212023224E+00   40.1014716295E+03    2.8226838310E+03    0.0000000000E+00
  895.4612479234E-03   32.1562067211E+03    1.8630812983E+03    0.0000000000E+00
  714.3979866773E-03   25.7846467729E+03    1.1500083519E+03    0.0000000000E+00
  569.1876242314E-03   20.6753162125E+03  634.1200736137E+00    0.0000000000E+00
  452.7519345130E-03   16.5783818535E+03  275.6591443737E+00    0.0000000000E+00
  359.4142050933E-03   13.2934517811E+03   42.4912700943E+00    0.0000000000E+00
  284.6223904907E-03   10.6597883223E+03  -91.4865136318E+00    0.0000000000E+00
  224.7269953355E-03    8.5484643205E+03 -147.6371516526E+00    0.0000000000E+00
   73.5238385451E-03    2.5673079962E+03  -53.7858666403E+00    0.0000000000E+00
   96.7508443712E-03    8.4512104959E+03    3.3536626496E+03    0.0000000000E+00
  121.1033891739E-03    9.3173261954E+03    3.6237241663E+03    0.0000000000E+00
  166.7735410279E-03   11.4148796428E+03    4.3270018207E+03    0.0000000000E+00
  227.4511921057E-03   13.9930647145E+03    5.1425692341E+03    0.0000000000E+00
  307.1482195505E-03   17.1619981846E+03    6.0853241947E+03    0.0000000000E+00
  410.6757901461E-03   21.0561857359E+03    7.1733217209E+03    0.0000000000E+00
  543.7738683843E-03   25.8396707785E+03    8.4290415095E+03    0.0000000000E+00
  713.2812183658E-03   31.7123356646E+03    9.8809295683E+03    0.0000000000E+00
  927.3600308348E-03   38.9176326005E+03   11.5651861077E+03    0.0000000000E+00
    1.0835394624E+00   43.2695569227E+03   12.2579316021E+03    0.0000000000E+00
    1.1409880856E+00   43.5008920559E+03   10.7443963245E+03    0.0000000000E+00
    1.1901453497E+00   43.7719836144E+03    9.1247592341E+03    0.0000000000E+00
    1.2280513347E+00   44.0897063041E+03    7.3988976983E+03    0.0000000000E+00
    1.2513827215E+00   44.4268630560E+03    5.5705955733E+03    0.0000000000E+00
    1.2583813823E+00   44.7752096056E+03    3.6585713280E+03    0.0000000000E+00
    1.1212023224E+00   40.0296275711E+03    2.8151819762E+03    0.0000000000E+00
  895.4612479234E-03   32.1060403391E+03    1.8589678899E+03    0.0000000000E+00
  714.3979866773E-03   25.7503603359E+03    1.1482806700E+03    0.0000000000E+00
  569.1876242314E-03   20.6525604151E+03  634.0463614228E+00    0.0000000000E+00
  452.7519345130E-03   16.5639084230E+03  276.7134178662E+00    0.0000000000E+00
  359.4142050933E-03   13.2848470669E+03   44.3038543690E+00    0.0000000000E+00
  284.6223904907E-03   10.6552694868E+03  -89.1682608183E+00    0.0000000000E+00
  224.7269953355E-03    8.5467237019E+03 -144.9775122756E+00    0.0000000000E+00
  224.7269953355E-03    2.5670398129E+03  -52.6939797157E+00    0.0000000000E+00
   79.1813651955E-03    8.4898326979E+03    3.2379063018E+03    0.0000000000E+00
   99.1074708910E-03    9.3583073566E+03    3.4959549223E+03    0.0000000000E+00
  136.4686498295E-03   11.4619219586E+03    4.1699540961E+03    0.0000000000E+00
  186.1044687640E-03   14.0465282281E+03    4.9494432724E+03    0.0000000000E+00
  251.2958232444E-03   17.2220813360E+03    5.8477544324E+03    0.0000000000E+00
  335.9768105470E-03   21.1228559377E+03    6.8810333685E+03    0.0000000000E+00
  444.8401781117E-03   25.9125810975E+03    8.0694367011E+03    0.0000000000E+00
  583.4756995126E-03   31.7907242458E+03    9.4385836963E+03    0.0000000000E+00
  758.5531174058E-03   39.0001984323E+03   11.0212373805E+03    0.0000000000E+00
  884.1921403452E-03   43.2457203135E+03   11.6250436966E+03    0.0000000000E+00
  927.9458754019E-03   43.3102385929E+03   10.1725049215E+03    0.0000000000E+00
  966.9017171078E-03   43.5095628884E+03    8.6592178438E+03    0.0000000000E+00
  996.9992537633E-03   43.7670260220E+03    7.0591971876E+03    0.0000000000E+00
    1.0156721737E+00   44.0602274857E+03    5.3719822786E+03    0.0000000000E+00
    1.0249291559E+00   44.5304885195E+03    3.6214703687E+03    0.0000000000E+00
  916.2040567316E-03   39.9423190039E+03    2.7954496606E+03    0.0000000000E+00
  731.9347687756E-03   32.0450737467E+03    1.8463164911E+03    0.0000000000E+00
  584.0938766639E-03   25.7087015985E+03    1.1409164550E+03    0.0000000000E+00
  465.4944186470E-03   20.6249296171E+03  630.6150312978E+00    0.0000000000E+00
  370.3701610196E-03   16.5463596847E+03  276.1989219339E+00    0.0000000000E+00
  294.0952990952E-03   13.2744464112E+03   45.9506524893E+00    0.0000000000E+00
  232.9593660694E-03   10.6498483191E+03  -85.9167613667E+00    0.0000000000E+00
  183.9867249763E-03    8.5446902019E+03 -140.5266315957E+00    0.0000000000E+00
  183.9867249763E-03    2.5667457710E+03  -50.6811893211E+00    0.0000000000E+00
   64.7926533931E-03    8.5347874997E+03    3.0958976540E+03    0.0000000000E+00
   81.0940765729E-03    9.4065845818E+03    3.3374074511E+03    0.0000000000E+00
  111.6512901728E-03   11.5180497605E+03    3.9728166688E+03    0.0000000000E+00
  152.2455910698E-03   14.1112666250E+03    4.7041967161E+03    0.0000000000E+00
  205.5595250768E-03   17.2960977228E+03    5.5426173226E+03    0.0000000000E+00
  274.8092983421E-03   21.2066611372E+03    6.5014769174E+03    0.0000000000E+00
  363.8305514147E-03   26.0064512686E+03    7.5976045723E+03    0.0000000000E+00
  477.1908889424E-03   31.8946054971E+03    8.8525925057E+03    0.0000000000E+00
  620.3386716133E-03   39.1135883669E+03   10.2943274519E+03    0.0000000000E+00
  721.2054197634E-03   43.2459875895E+03   10.7835757970E+03    0.0000000000E+00
  754.0727145214E-03   43.1219527711E+03    9.4209534928E+03    0.0000000000E+00
  784.7529223674E-03   43.2346706134E+03    8.0456687865E+03    0.0000000000E+00
  808.5247521014E-03   43.4193153014E+03    6.6073597552E+03    0.0000000000E+00
  823.4315882489E-03   43.6589354750E+03    5.1004292220E+03    0.0000000000E+00
  834.1271757496E-03   44.2542158359E+03    3.5531149255E+03    0.0000000000E+00
  748.2974961385E-03   39.8363452147E+03    2.7497454184E+03    0.0000000000E+00
  597.9965343094E-03   31.9710619642E+03    1.8143707343E+03    0.0000000000E+00
  477.3676443288E-03   25.6581320412E+03    1.1195239206E+03    0.0000000000E+00
  380.5651567158E-03   20.5914024329E+03  617.3018032079E+00    0.0000000000E+00
